#REFERENCE 3 39.9711520 -1.5822620
   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME    PARITY
   104    73.193  -342.790   350.517     0.008     0.008     1.002      0.00  -663563.8  672418.3    ++
   103   -73.843  1023.232  1025.893     0.001     0.001     1.000      0.00  -1152416.8  183565.3    ++
   102   830.082  1484.840  1701.113     0.001     0.001     1.000      0.00  -1430206.5  -94224.4    ++
   100    43.217  -109.382   117.611     0.030     0.030     1.016      0.02  -294277.1  1041704.9    ++
    99   420.689  -148.427   446.105     0.005     0.005     1.000      0.00  -771083.9       0.0    ++
    97   947.454   303.128   994.764     0.001     0.001     1.000      0.00  -1153689.4  -382605.5    ++
    92   -86.968   920.237   924.338     0.002     0.002     1.000      0.00  -1096674.8  -325590.9    ++
    88  -204.103  1611.477  1624.351     0.001     0.001     1.000      0.00  -1403326.2       0.0    ++
    87  1688.184  -731.597  1839.891     0.000     0.000     1.000      0.00  -1487258.7  -83932.5    ++
    85  1270.744   -45.760  1271.567     0.001     0.001     1.000      0.00  -1287677.6  115648.6    ++
    81  -560.158  -106.806   570.249     0.004     0.004     1.000      0.00  -884289.8  519036.4    ++
    79  -688.887   486.386   843.289     0.002     0.002     1.000      0.00  -1065249.6       0.0    ++
    74  1579.790   392.591  1627.841     0.001     0.001     1.000      0.00  -1416496.8  -351247.2    ++
    72   792.752  -239.212   828.057     0.002     0.002     1.000      0.00  -1068382.2   -3132.6    ++
    68  -681.771  -137.463   695.492     0.003     0.003     1.000      0.00  -980818.3       0.0    ++
    66   612.853  -767.405   982.089     0.001     0.001     1.000      0.00  -1155940.3  -175122.0    ++
    63  1532.730  -221.071  1548.590     0.001     0.001     1.000      0.00  -1393414.8  -412596.5    ++
    62  1445.163  -462.644  1517.411     0.001     0.001     1.000      0.00  -1383539.1  -402720.7    ++
    61   836.985   483.404   966.552     0.001     0.001     1.000      0.00  -1134251.4  -153433.1    ++
    59  -223.126   484.180   533.119     0.005     0.005     1.001      0.00  -818005.4       0.0    ++
    54  1562.850  1779.077  2368.040     0.000     0.000     1.000      0.00  -1615068.7  -797063.4    ++
    52  -561.642  1178.904  1305.854     0.001     0.001     1.000      0.00  -1287262.8  -469257.5    ++
    47   166.696   858.144   874.185     0.002     0.002     1.000      0.00  -1066219.1       0.0    ++
    42   -54.737  1111.429  1112.776     0.001     0.001     1.000      0.00  -1196160.1  -129941.0    ++
    41   335.602   215.780   398.986     0.007     0.007     1.001      0.00  -693213.4  373005.8    ++
    40  -596.651   452.499   748.831     0.002     0.002     1.000      0.00  -1003520.1   62699.0    ++
    39  -700.263   825.655  1082.624     0.001     0.001     1.000      0.00  -1190923.0       0.0    ++
    37  1621.820  -467.018  1687.722     0.000     0.000     1.000      0.00  -1440335.7  -249412.7    ++
    35  1098.957   964.441  1462.140     0.001     0.001     1.000      0.00  -1351744.7  -160821.7    ++
    32   374.424   646.910   747.453     0.003     0.003     1.000      0.00  -987858.0  203065.0    ++
    29   918.167   199.897   939.676     0.002     0.002     1.000      0.00  -1125874.5       0.0    ++
    27   182.612  -484.439   517.714     0.004     0.004     1.001      0.00  -838799.9  287074.6    ++
    25  1567.553   323.910  1600.668     0.001     0.001     1.000      0.00  -1407880.4  -282005.9    ++
    23  -180.051  1665.438  1675.142     0.001     0.001     1.000      0.00  -1420193.9  -294319.4    ++
    22  -211.732  -791.333   819.169     0.002     0.002     1.000      0.00  -1059903.0   65971.5    ++
    20   680.081   933.858  1155.250     0.001     0.001     1.000      0.00  -1220845.1  -94970.7    ++
    18  1665.461    68.565  1666.871     0.001     0.001     1.000      0.00  -1431408.2       0.0    ++
    17   431.806   192.860   472.918     0.005     0.005     1.000      0.00  -778613.7  652794.5    ++
    15  -526.900   930.555  1069.372     0.001     0.001     1.000      0.00  -1180804.6  250603.6    ++
    13  -179.226   556.392   584.546     0.004     0.004     1.000      0.00  -860998.6  570409.6    ++
    10    59.105   -45.591    74.645     0.041     0.041     1.030      0.03  -194909.7  1236498.5    ++
     9  1415.789   544.664  1516.943     0.001     0.001     1.000      0.00  -1376851.4       0.0    ++
     8  -455.564   100.112   466.434     0.005     0.005     1.000      0.00  -783196.0       0.0    ++
     7   -48.127  -238.443   243.251     0.014     0.014     1.004      0.00  -516496.4       0.0    ++
     6  1582.433  1540.040  2208.125     0.000     0.000     1.000      0.00  -1577092.6       0.0    ++
  1700   730.907   295.596   788.417     0.008     0.008     1.000      0.00  -1031127.6       0.0    ++
  1699  1107.054   355.096  1162.610     0.004     0.004     1.000      0.00  -1235173.1       0.0    ++
  1698  1422.382   508.830  1510.655     0.002     0.002     1.000      0.00  -1374674.6  -139501.5    ++
  1697  1393.516   654.288  1539.474     0.002     0.002     1.000      0.00  -1383562.2  -148389.1    ++
  1696   608.206   173.405   632.443     0.012     0.012     1.001      0.00  -922611.9  312561.2    ++
  1695   444.067  1104.077  1190.034     0.004     0.004     1.000      0.00  -1233161.9    2011.2    ++
  1694  -536.795   263.363   597.920     0.014     0.014     1.001      0.00  -894469.5  340703.6    ++
  1693   271.186  1076.554  1110.185     0.005     0.005     1.000      0.00  -1194386.2   40786.9    ++
  1692   989.924  -757.914  1246.749     0.003     0.003     1.000      0.00  -1279995.2  -44822.1    ++
  1690  1453.835   693.727  1610.867     0.002     0.002     1.000      0.00  -1408031.8  -172858.7    ++
  1689   945.959  -700.049  1176.821     0.004     0.004     1.000      0.00  -1249749.6       0.0    ++
  1688  1214.166   134.429  1221.586     0.004     0.004     1.000      0.00  -1264374.2  -14624.6    ++
  1686   116.576  -171.843   207.654     0.065     0.065     1.019      0.02  -458299.1  791450.5    ++
  1681  -702.508  1610.431  1756.988     0.002     0.002     1.000      0.00  -1448823.6  -199074.0    ++
  1680  -558.438  -615.716   831.240     0.007     0.007     1.000      0.00  -1068561.6  181188.0    ++
  1678  1706.308   391.365  1750.615     0.002     0.002     1.000      0.00  -1455836.2       0.0    ++
  1677  1097.331   185.583  1112.913     0.004     0.004     1.000      0.00  -1214419.4  241416.8    ++
  1676   810.988  1356.493  1580.435     0.002     0.002     1.000      0.00  -1389819.2   66017.1    ++
  1675   732.646  -462.787   866.569     0.007     0.007     1.000      0.00  -1092005.4  363830.8    ++
  1674   959.664   846.721  1279.801     0.004     0.004     1.000      0.00  -1279311.1  176525.1    ++
  1673   868.481   493.001   998.654     0.006     0.006     1.000      0.00  -1150991.3  304844.9    ++
  1672  -269.309  -389.063   473.178     0.020     0.020     1.003      0.00  -794189.0  661647.2    ++
  1670   954.771  1209.898  1541.247     0.002     0.002     1.000      0.00  -1377605.5   78230.7    ++
  1669  1618.753  1321.351  2089.576     0.001     0.001     1.000      0.00  -1547411.8       0.0    ++
  1665  -562.882  1145.519  1276.342     0.004     0.004     1.000      0.00  -1274682.9  272728.9    ++
  1662   -65.279  -119.487   136.156     0.109     0.109     1.058      0.06  -322070.5  1225341.3    ++
  1661   310.762  -624.562   697.604     0.010     0.010     1.001      0.00  -981663.8  565748.0    ++
  1658   756.004  1405.731  1596.127     0.002     0.002     1.000      0.00  -1394775.5       0.0    ++
  1657   370.874  1666.629  1707.396     0.002     0.002     1.000      0.00  -1430110.1  -35334.6    ++
  1656  1725.238   374.636  1765.446     0.002     0.002     1.000      0.00  -1460536.4  -65761.0    ++
  1654  -632.465  -444.428   773.000     0.008     0.008     1.001      0.00  -1032916.4  361859.1    ++
  1653  -259.452  1203.126  1230.783     0.004     0.004     1.000      0.00  -1251778.6  142996.8    ++
  1651  -293.570  -228.881   372.250     0.029     0.029     1.004      0.00  -687986.3  706789.2    ++
  1649   699.580  1411.375  1575.243     0.002     0.002     1.000      0.00  -1387214.5       0.0    ++
  1648   714.021  -590.775   926.736     0.006     0.006     1.000      0.00  -1126209.1  261005.5    ++
  1647  1016.691  1267.498  1624.873     0.002     0.002     1.000      0.00  -1406641.2  -19426.6    ++
  1646   168.353  -368.848   405.452     0.025     0.025     1.004      0.00  -725914.3  661300.2    ++
  1645   146.396   373.367   401.042     0.031     0.031     1.006      0.01  -669276.3  717938.2    ++
  1644  1249.980  -154.268  1259.463     0.003     0.003     1.000      0.00  -1283113.9  104100.6    ++
  1643  1063.989   180.624  1079.212     0.005     0.005     1.000      0.00  -1198261.7  188952.8    ++
  1641   929.659   -37.122   930.400     0.006     0.006     1.000      0.00  -1124243.1  262971.4    ++
  1635  -322.485  -227.907   394.890     0.026     0.026     1.003      0.00  -714079.9       0.0    ++
  1631  1112.052  1658.608  1996.907     0.002     0.002     1.000      0.00  -1519279.3  -805199.4    ++
  1627  -419.528  -594.398   727.539     0.010     0.010     1.001      0.00  -1001041.4       0.0    ++
  1626    63.927  -344.219   350.105     0.033     0.033     1.007      0.01  -659877.4  341164.1    ++
  1625  1697.764  1628.405  2352.468     0.001     0.001     1.000      0.00  -1612094.3  -611052.9    ++
  1624  -529.314  -636.293   827.673     0.008     0.008     1.001      0.00  -1066167.6  -65126.2    ++
  1622  1756.571   211.938  1769.310     0.002     0.002     1.000      0.00  -1462675.3  -461633.9    ++
  1620   692.652  -714.312   994.992     0.005     0.005     1.000      0.00  -1162431.7  -161390.3    ++
  1619   291.728  -585.705   654.336     0.011     0.011     1.001      0.00  -950214.0       0.0    ++
  1617    39.478   359.193   361.356     0.038     0.038     1.010      0.01  -616082.4  334131.6    ++
  1615   374.218  1559.909  1604.168     0.002     0.002     1.000      0.00  -1395731.8  -445517.8    ++
  1614   -83.856  -162.564   182.918     0.079     0.079     1.032      0.03  -411593.5  538620.5    ++
  1613   -46.303   830.168   831.458     0.008     0.008     1.001      0.00  -1039155.0  -88941.0    ++
  1611   -40.957   634.149   635.471     0.014     0.014     1.002      0.00  -898058.0   52156.0    ++
  1610   971.424   963.954  1368.529     0.003     0.003     1.000      0.00  -1314605.3  -364391.3    ++
  1609   112.096  1635.024  1638.862     0.002     0.002     1.000      0.00  -1407304.5       0.0    ++
  1608   235.614    11.677   235.903     0.056     0.056     1.011      0.01  -488725.6  918579.0    ++
  1607  -112.152  -212.071   239.900     0.056     0.056     1.017      0.02  -507199.3  900105.2    ++
  1606  -618.364  -759.238   979.192     0.006     0.006     1.000      0.00  -1151964.8  255339.8    ++
  1605   464.305   625.804   779.237     0.009     0.009     1.001      0.00  -1011150.0  396154.5    ++
  1603   836.069   -27.479   836.520     0.007     0.007     1.000      0.00  -1069696.2  337608.4    ++
  1602  1411.722  -328.122  1449.353     0.003     0.003     1.000      0.00  -1358376.5   48928.1    ++
  1600   -80.082  -495.069   501.504     0.019     0.019     1.003      0.00  -819509.7  587794.9    ++
  1599   270.622  -739.723   787.671     0.008     0.008     1.001      0.00  -1041361.8       0.0    ++
  1598  -449.015   301.303   540.738     0.016     0.016     1.001      0.00  -841263.6  200098.1    ++
  1596  -439.259   573.363   722.284     0.010     0.010     1.001      0.00  -976987.2   64374.5    ++
  1595  1476.376  1460.259  2076.546     0.001     0.001     1.000      0.00  -1542927.5  -501565.7    ++
  1594  -505.991   637.223   813.683     0.008     0.008     1.000      0.00  -1039164.6    2197.2    ++
  1585  -625.245  -194.804   654.890     0.011     0.011     1.001      0.00  -950693.6       0.0    ++
  1584  1477.455  1574.924  2159.458     0.001     0.001     1.000      0.00  -1564175.4  -613481.8    ++
  1583  -552.104   665.080   864.379     0.007     0.007     1.000      0.00  -1071249.5  -120556.0    ++
  1580   818.079  1781.917  1960.735     0.002     0.002     1.000      0.00  -1507822.2  -557128.7    ++
  1574  1360.565   815.389  1586.189     0.002     0.002     1.000      0.00  -1398344.8       0.0    ++
  1573   671.836  1478.065  1623.589     0.002     0.002     1.000      0.00  -1403547.8   -5202.9    ++
  1572  1735.217  1677.298  2413.360     0.001     0.001     1.000      0.00  -1626225.8  -227880.9    ++
  1571   905.193   944.897  1308.512     0.003     0.003     1.000      0.00  -1289905.8  108439.0    ++
  1570  -639.339   720.191   963.032     0.006     0.006     1.000      0.00  -1128800.5  269544.3    ++
  1567  1736.087  -561.272  1824.561     0.002     0.002     1.000      0.00  -1482256.1       0.0    ++
  1566  1197.460  -577.964  1329.645     0.003     0.003     1.000      0.00  -1313662.8  168593.3    ++
  1563  1094.497    84.999  1097.792     0.004     0.004     1.000      0.00  -1208561.3  273694.8    ++
  1562  -719.561   659.815   976.281     0.006     0.006     1.000      0.00  -1138165.8  344090.3    ++
  1561   876.853   937.117  1283.378     0.004     0.004     1.000      0.00  -1279220.6  203035.5    ++
  1558   441.371   737.602   859.573     0.008     0.008     1.001      0.00  -1060729.2       0.0    ++
  1557  1689.457   718.519  1835.901     0.002     0.002     1.000      0.00  -1479695.2  -418966.0    ++
  1556  -310.314  1623.734  1653.120     0.002     0.002     1.000      0.00  -1413194.9  -352465.7    ++
  1553  1301.095   714.788  1484.510     0.003     0.003     1.000      0.00  -1362983.7  -302254.5    ++
  1549  -475.144   664.631   817.005     0.008     0.008     1.001      0.00  -1040064.8       0.0    ++
  1548   185.920   156.764   243.190     0.061     0.061     1.017      0.02  -467561.6  572503.2    ++
  1545   939.076   899.394  1300.297     0.003     0.003     1.000      0.00  -1287203.4  -247138.6    ++
  1544  1604.734   475.436  1673.682     0.002     0.002     1.000      0.00  -1430768.2  -390703.4    ++
  1543   -88.170   147.698   172.013     0.100     0.101     1.046      0.05  -327308.5  712756.3    ++
  1542   172.402  1077.009  1090.720     0.005     0.005     1.000      0.00  -1184439.4  -144374.6    ++
  1541  1520.620   881.916  1757.857     0.002     0.002     1.000      0.00  -1454481.3  -414416.6    ++
  1540  1074.185  -524.506  1195.400     0.004     0.004     1.000      0.00  -1257683.4  -217618.6    ++
  1538   630.471  1483.083  1611.530     0.002     0.002     1.000      0.00  -1399240.8       0.0    ++
  1536   634.535  1429.854  1564.326     0.002     0.002     1.000      0.00  -1383010.2   16230.6    ++
  1535  -692.303   -31.128   693.002     0.010     0.010     1.001      0.00  -976694.9  422545.9    ++
  1534   566.803  1319.017  1435.643     0.003     0.003     1.000      0.00  -1335780.3   63460.5    ++
  1533  -596.718  -727.056   940.576     0.006     0.006     1.000      0.00  -1131290.8  267950.0    ++
