   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
   343   289.927   309.089   423.382     0.048     0.048     1.007      0.01  -655660.9  230287.6
   342  -185.790   201.383   275.303     0.091     0.092     1.021      0.02  -469396.0  416552.5
   341    51.213  -737.972   739.040     0.017     0.017     1.002      0.00  -950575.4  -64626.9
   340   711.774   315.023   777.476     0.016     0.016     1.001      0.00  -965996.4  -80047.9
   339  -761.096  -676.633  1018.906     0.009     0.009     1.000      0.00  -1112487.6       0.0
   338    77.356   776.357   780.697     0.017     0.017     1.002      0.00  -947148.6  165339.0
   337   357.413  -119.309   375.413     0.050     0.050     1.006      0.01  -640397.9  472089.7
   336  -622.044    53.095   625.609     0.022     0.022     1.001      0.00  -867642.1  244845.5
   335    -1.235  -381.563   380.949     0.052     0.052     1.011      0.01  -643106.0  469381.5
   334  -366.040    -7.046   367.351     0.053     0.053     1.007      0.01  -624178.7  488308.9
   333   209.647   243.026   320.611     0.076     0.076     1.017      0.02  -526723.3  585764.3
   332  -854.088   151.545   868.773     0.012     0.012     1.001      0.00  -1028394.1   84093.5
   331    -0.216  -421.778   421.159     0.044     0.045     1.008      0.01  -686957.7  425529.9
   330   408.405  -206.909   456.427     0.036     0.036     1.004      0.00  -728343.9  384143.7
   329  -861.997  -140.313   874.481     0.012     0.012     1.001      0.00  -1035075.3       0.0
   328   209.865  -440.685   487.005     0.034     0.034     1.004      0.00  -755902.5  279172.8
   327   681.375  -514.854   852.642     0.013     0.013     1.001      0.00  -1025833.4    9241.9
   326   549.101  -722.719   906.399     0.011     0.011     1.001      0.00  -1055472.1  -20396.8
   325  -765.575   175.909   786.887     0.015     0.015     1.001      0.00  -978011.9   57063.4
   324   581.799   279.594   644.634     0.022     0.022     1.002      0.00  -871852.3  163223.0
   323   443.148  -279.088   522.314     0.029     0.029     1.002      0.00  -790362.7  244712.6
   322  -268.495  -742.243   789.156     0.015     0.015     1.001      0.00  -982360.0   52715.4
   321   628.454  -890.158  1088.418     0.008     0.008     1.000      0.00  -1147721.0  -112645.6
   320   507.997   406.123   649.791     0.022     0.022     1.002      0.00  -868814.2  166261.1
   319  -356.286  -899.218   967.114     0.010     0.010     1.001      0.00  -1084265.7       0.0
   318  -668.059  -685.095   957.332     0.010     0.010     1.001      0.00  -1080652.4    3613.3
   317   169.035   270.679   318.990     0.080     0.080     1.020      0.02  -517489.8  566775.9
   316   814.099   354.763   887.138     0.012     0.012     1.001      0.00  -1032932.8   51332.9
   315   766.885   635.879   995.652     0.010     0.010     1.001      0.00  -1085975.3   -1709.6
   314   -61.893   100.212   118.976     0.263     0.273     1.224      0.22  -166170.3  918095.4
   313  -167.456  -844.065   860.151     0.013     0.013     1.001      0.00  -1025035.0   59230.7
   312   -22.914    19.902    31.708     0.202     0.206     3.277      1.29  -17253.9  1067011.8
   311  -391.491  -882.141   965.051     0.010     0.010     1.001      0.00  -1083298.6     967.1
   310  -473.147  -146.159   496.224     0.032     0.032     1.003      0.00  -762517.2  321748.5
   309   466.504   842.413   962.893     0.011     0.011     1.001      0.00  -1060995.7       0.0
   308    17.943  -165.156   165.378     0.160     0.162     1.079      0.08  -332529.6  728466.0
   307   -55.719  -800.531   801.936     0.015     0.015     1.001      0.00  -990305.0   70690.7
   306  -246.890  -121.677   276.098     0.079     0.080     1.016      0.02  -510755.3  550240.4
   305   474.703  -765.051   899.169     0.012     0.012     1.001      0.00  -1050934.4   10061.3
   304  -620.850   -99.657   629.939     0.022     0.022     1.001      0.00  -873911.6  187084.1
   303  -730.077    11.629   731.435     0.017     0.017     1.001      0.00  -944784.5  116211.2
   302  -509.140   124.395   525.483     0.030     0.030     1.002      0.00  -781391.2  279604.4
   301  -271.390   825.359   869.816     0.014     0.014     1.001      0.00  -1007378.2   53617.5
   300  -880.715   536.157  1032.474     0.009     0.009     1.000      0.00  -1110433.0  -49437.3
   299   863.547   -10.565   862.350     0.012     0.012     1.001      0.00  -1026837.9       0.0
   298   814.807  -589.296  1004.193     0.009     0.009     1.000      0.00  -1107790.3  -80952.4
   297   841.187  -246.024   875.047     0.012     0.012     1.000      0.00  -1037355.8  -10517.9
   296   360.966   694.473   782.655     0.017     0.017     1.002      0.00  -952459.3   74378.6
   295  -539.009   -16.838   540.507     0.028     0.028     1.002      0.00  -799654.0  227183.9
   294   472.144  -180.769   504.172     0.031     0.031     1.003      0.00  -772764.6  254073.3
   293  -707.799   413.583   821.172     0.014     0.014     1.001      0.00  -993653.2   33184.7
   292   107.271  -298.229   315.926     0.067     0.067     1.015      0.02  -567497.5  459340.4
   291   517.393  -413.868   661.189     0.020     0.020     1.001      0.00  -901591.5  125246.4
   290  -308.143  -879.463   931.713     0.011     0.011     1.001      0.00  -1065324.2  -38486.3
   289   231.309  -835.898   866.378     0.013     0.013     1.001      0.00  -1030449.7       0.0
   288   673.698   682.420   958.502     0.011     0.011     1.001      0.00  -1064009.7  -33560.0
   287   389.982  -858.200   941.567     0.011     0.011     1.001      0.00  -1073215.4  -42765.7
   286  -578.515  -465.437   743.092     0.016     0.016     1.001      0.00  -954987.3   75462.5
   285   726.493   -16.709   725.417     0.017     0.017     1.001      0.00  -941198.4   89251.3
   284  -284.755   522.811   596.476     0.027     0.027     1.003      0.00  -818532.1  211917.7
   283  -879.477   333.451   941.963     0.011     0.011     1.000      0.00  -1066524.9  -36075.2
   282  -821.063   237.144   856.002     0.013     0.013     1.001      0.00  -1019334.5   11115.2
   281  -451.788   237.474   511.798     0.032     0.032     1.003      0.00  -762416.3  268033.4
   280   629.921  -595.277   865.353     0.012     0.012     1.001      0.00  -1033012.7   -2563.0
   279   493.193  -886.702  1013.479     0.009     0.009     1.001      0.00  -1110884.8       0.0
   278  -406.796  -292.622   501.767     0.032     0.032     1.003      0.00  -768159.1  342725.6
   277   805.644  -411.895   903.431     0.011     0.011     1.000      0.00  -1054398.1   56486.6
   276  -577.991  -288.651   646.905     0.021     0.021     1.001      0.00  -888008.3  222876.5
   275   252.641   152.518   294.359     0.080     0.080     1.016      0.02  -505987.5  604897.2
   274   760.157   794.051  1098.835     0.009     0.009     1.000      0.00  -1135167.5  -24282.7
   273   473.072   238.179   528.807     0.031     0.031     1.003      0.00  -774993.1  335891.7
   272   308.213  -730.067   791.399     0.015     0.015     1.001      0.00  -986459.0  124425.8
   271   882.445    15.607   881.339     0.012     0.012     1.000      0.00  -1037310.4   73574.3
   270  -570.477   -71.513   576.110     0.025     0.025     1.002      0.00  -830923.2  279961.6
   269   301.190  -346.646   457.923     0.037     0.037     1.004      0.00  -730062.8       0.0
   268  -118.069   623.521   635.447     0.025     0.025     1.003      0.00  -843239.1  -113176.3
   267  -848.868  -479.879   975.907     0.010     0.010     1.000      0.00  -1091124.0  -361061.2
   266   575.309  -692.600   899.094     0.012     0.012     1.001      0.00  -1051637.4  -321574.7
   265  -584.149  -659.567   881.423     0.012     0.012     1.001      0.00  -1038911.5  -308848.7
   264  -393.399  -320.991   508.319     0.031     0.031     1.003      0.00  -773974.4  -43911.6
   263  -623.448  -801.277  1015.530     0.009     0.009     1.001      0.00  -1110090.3  -380027.5
   262  -584.523  -600.563   838.490     0.013     0.013     1.001      0.00  -1014187.7  -284124.9
   261  -543.796   -69.589   549.397     0.027     0.027     1.002      0.00  -808508.2  -78445.4
   260   346.727   593.951   687.654     0.021     0.021     1.002      0.00  -887010.7  -156947.9
   259   553.260  -695.723   887.623     0.012     0.012     1.001      0.00  -1045125.7       0.0
   258  -854.621  -786.322  1161.829     0.007     0.007     1.000      0.00  -1179519.1  -134393.4
   257   604.957   370.048   708.415     0.019     0.019     1.001      0.00  -915733.7  129392.0
   256   -75.330   470.723   477.527     0.042     0.042     1.007      0.01  -699819.3  345306.4
   255  -114.501  -675.345   684.581     0.020     0.020     1.002      0.00  -912507.5  132618.2
   254  -729.876   565.932   924.952     0.011     0.011     1.001      0.00  -1051574.1   -6448.4
   253  -463.573  -209.076   509.429     0.031     0.031     1.003      0.00  -775164.9  269960.8
   252   762.835  -824.676  1122.082     0.008     0.008     1.000      0.00  -1163810.9  -118685.2
   251   -43.683   886.629   888.389     0.013     0.013     1.001      0.00  -1015206.6   29919.1
   250   159.727   433.383   462.032     0.045     0.045     1.008      0.01  -684322.9  360802.9
   249   454.382  -335.272   563.307     0.026     0.026     1.002      0.00  -825633.3       0.0
   248   173.428  -532.256   558.819     0.027     0.027     1.003      0.00  -818285.8    7347.4
   247     3.904    98.041    98.698     0.405     0.443     1.588      0.50  -103146.1  722487.2
   246   569.560  -840.464  1014.054     0.009     0.009     1.000      0.00  -1111672.2  -286038.9
   245   153.897   201.099   252.964     0.110     0.111     1.036      0.04  -422454.0  403179.2
   244   555.527   699.125   892.672     0.013     0.013     1.001      0.00  -1024649.6  -199016.3
   243   111.137  -149.153   184.758     0.132     0.133     1.048      0.05  -370969.4  454663.9
   242   349.718   214.646   409.594     0.048     0.048     1.006      0.01  -651703.4  173929.9
   241   846.286   757.675  1135.382     0.008     0.008     1.000      0.00  -1153856.7  -328223.5
   240  -299.481  -429.521   523.828     0.030     0.030     1.004      0.00  -786592.7   39040.6
   239  -253.274  -598.151   649.481     0.021     0.021     1.002      0.00  -887379.9       0.0
   238   125.850   -16.946   125.660     0.196     0.199     1.098      0.10  -241402.6  645977.3
   237   605.936   641.801   882.239     0.013     0.013     1.001      0.00  -1020485.2  -133105.2
   236   812.450  -210.929   838.013     0.013     0.013     1.001      0.00  -1015541.2  -128161.3
   235   402.641  -194.849   445.909     0.038     0.038     1.004      0.00  -717721.0  169659.0
   234  -511.058   257.046   573.461     0.026     0.026     1.002      0.00  -817423.3   69956.7
   233  -630.770   602.579   873.675     0.013     0.013     1.001      0.00  -1020045.2  -132665.2
   232   165.880  -394.762   427.139     0.042     0.042     1.007      0.01  -696523.7  190856.2
   231  -165.755  -251.242   301.169     0.073     0.073     1.018      0.02  -545120.1  342259.8
   230   721.922   846.217  1111.979     0.008     0.008     1.000      0.00  -1140341.7  -252961.8
   229  -129.057   291.714   320.065     0.079     0.079     1.019      0.02  -519269.1       0.0
   228  -674.119   203.449   705.531     0.018     0.018     1.001      0.00  -922658.0  -403389.0
   227  -290.746   -39.710   294.606     0.073     0.073     1.012      0.01  -533145.5  -13876.4
   226   867.161   787.620  1170.948     0.008     0.008     1.000      0.00  -1169948.7  -650679.6
   225   260.675  -163.462   306.293     0.067     0.067     1.011      0.01  -557520.5  -38251.4
   224   753.994   427.371   865.907     0.013     0.013     1.001      0.00  -1018118.4  -498849.3
   223  -736.992   740.111  1045.799     0.009     0.009     1.000      0.00  -1112552.7  -593283.6
   222   651.760   869.506  1086.406     0.009     0.009     1.000      0.00  -1126923.7  -607654.7
   221  -129.198   625.442   639.511     0.025     0.025     1.003      0.00  -846758.9  -327489.8
   220   184.438  -252.621   311.544     0.067     0.067     1.013      0.01  -564273.9  -45004.8
   219   467.860   776.554   906.489     0.013     0.013     1.001      0.00  -1030019.3       0.0
   218   330.107  -250.755   413.171     0.043     0.043     1.005      0.01  -684764.3  345254.9
   217  -399.950  -786.401   882.278     0.012     0.012     1.001      0.00  -1038305.5   -8286.2
   216   543.293   254.678   599.152     0.025     0.025     1.002      0.00  -836296.0  193723.2
   215  -782.620   101.322   790.476     0.015     0.015     1.001      0.00  -981748.3   48270.9
   214   674.209   776.442  1027.957     0.010     0.010     1.001      0.00  -1099208.8  -69189.5
   213    78.783  -610.028   614.318     0.023     0.023     1.003      0.00  -861550.0  168469.2
   212   452.478   838.492   952.741     0.012     0.012     1.001      0.00  -1055247.9  -25228.6
   211  -761.662  -117.387   771.800     0.015     0.015     1.001      0.00  -972876.8   57142.4
   210  -859.789  -740.274  1135.113     0.008     0.008     1.000      0.00  -1167677.1  -137657.8
   209   130.595  -314.451   339.437     0.060     0.060     1.012      0.01  -597587.2       0.0
   208   454.046  -451.577   639.046     0.021     0.021     1.002      0.00  -885054.4  -287467.2
   207   195.332    24.608   195.710     0.127     0.128     1.037      0.04  -368664.1  228923.1
   206   556.309   239.418   604.735     0.024     0.024     1.002      0.00  -841812.2  -244224.9
   205  -221.161  -744.449   776.369     0.016     0.016     1.001      0.00  -974169.9  -376582.7
   204  -705.345   888.243  1135.502     0.008     0.008     1.000      0.00  -1153541.1  -555953.9
   203  -373.753    68.074   381.248     0.050     0.050     1.006      0.01  -635900.9  -38313.6
   202   -16.577   218.071   219.418     0.149     0.151     1.072      0.08  -348541.6  249045.7
   201  -795.328   196.970   820.724     0.014     0.014     1.001      0.00  -998796.1  -401208.9
   200  -689.355   669.302   962.154     0.011     0.011     1.000      0.00  -1069592.6  -472005.4
